row ID;row m/z;row retention time;250924_EI_QC_1_nr8.mzML Peak area;250924_EI_QC_2_nr8.mzML Peak area;250924_EI_QC_3_nr8.mzML Peak area;250924_EI_QC_4_nr8.mzML Peak area;250924_EI_QC_5_nr8.mzML Peak area;250924_EI_sample_10_nr8.mzML Peak area;250924_EI_sample_11_nr8.mzML Peak area;250924_EI_sample_12_nr8.mzML Peak area;250924_EI_sample_13_nr8.mzML Peak area;250924_EI_sample_14_nr8.mzML Peak area;250924_EI_sample_15_nr8.mzML Peak area;250924_EI_sample_16_nr8.mzML Peak area;250924_EI_sample_17_nr8.mzML Peak area;250924_EI_sample_18_nr8.mzML Peak area;250924_EI_sample_19_nr8.mzML Peak area;250924_EI_sample_1_nr8.mzML Peak area;250924_EI_sample_20_nr8.mzML Peak area;250924_EI_sample_21_nr8.mzML Peak area;250924_EI_sample_22_nr8.mzML Peak area;250924_EI_sample_23_nr8.mzML Peak area;250924_EI_sample_24_nr8.mzML Peak area;250924_EI_sample_25_nr8.mzML Peak area;250924_EI_sample_26_nr8.mzML Peak area;250924_EI_sample_27_nr8.mzML Peak area;250924_EI_sample_28_nr8.mzML Peak area;250924_EI_sample_29_nr8.mzML Peak area;250924_EI_sample_2_nr8.mzML Peak area;250924_EI_sample_30_nr8.mzML Peak area;250924_EI_sample_31_nr8.mzML Peak area;250924_EI_sample_32_nr8.mzML Peak area;250924_EI_sample_33_nr8.mzML Peak area;250924_EI_sample_34_nr8.mzML Peak area;250924_EI_sample_35_nr8.mzML Peak area;250924_EI_sample_36_nr8.mzML Peak area;250924_EI_sample_37_nr8.mzML Peak area;250924_EI_sample_38_nr8.mzML Peak area;250924_EI_sample_39_nr8.mzML Peak area;250924_EI_sample_3_nr8.mzML Peak area;250924_EI_sample_40_nr8.mzML Peak area;250924_EI_sample_41_nr8.mzML Peak area;250924_EI_sample_42_nr8.mzML Peak area;250924_EI_sample_43_nr8.mzML Peak area;250924_EI_sample_44_nr8.mzML Peak area;250924_EI_sample_45_nr8.mzML Peak area;250924_EI_sample_46_nr8.mzML Peak area;250924_EI_sample_47_nr8.mzML Peak area;250924_EI_sample_48_nr8.mzML Peak area;250924_EI_sample_4_nr8.mzML Peak area;250924_EI_sample_5_nr8.mzML Peak area;250924_EI_sample_6_nr8.mzML Peak area;250924_EI_sample_7_nr8.mzML Peak area;250924_EI_sample_8_nr8.mzML Peak area;250924_EI_sample_9_nr8.mzML Peak area;250924_EI_sample_PF_10_1_nr8.mzML Peak area;250924_EI_sample_PF_10_2_nr8.mzML Peak area;250924_EI_sample_PF_12_1_nr8.mzML Peak area;250924_EI_sample_PF_12_2_nr8.mzML Peak area;250924_EI_sample_PF_1_1_nr8.mzML Peak area;250924_EI_sample_PF_1_2_nr8.mzML Peak area;250924_EI_sample_PF_2_1_nr8.mzML Peak area;250924_EI_sample_PF_2_2_nr8.mzML Peak area;250924_EI_sample_PF_3_1_nr8.mzML Peak area;250924_EI_sample_PF_3_2_nr8.mzML Peak area;250924_EI_sample_PF_4_1_nr8.mzML Peak area;250924_EI_sample_PF_4_2_nr8.mzML Peak area;250924_EI_sample_PF_5_1_nr8.mzML Peak area;250924_EI_sample_PF_5_2_nr8.mzML Peak area;250924_EI_sample_PF_6_1_nr8.mzML Peak area;250924_EI_sample_PF_6_2_nr8.mzML Peak area;250924_EI_sample_PF_7_1_nr8.mzML Peak area;250924_EI_sample_PF_7_2_nr8.mzML Peak area;250924_EI_sample_PF_8_1_nr8.mzML Peak area;250924_EI_sample_PF_8_2_nr8.mzML Peak area;250924_EI_sample_PF_9_1_nr8.mzML Peak area;250924_EI_sample_PF_9_2_nr8.mzML Peak area
2457;689.3515718234402;5.814494;0;273.422;290.68066;286.89294;285.79712;0;916.5119;373.8872;355.1555;0;0;0;0;0;0;0;0;0;0;0;0;438.1281;476.5039;1056.8729;583.09814;541.36194;0;795.6752;789.52594;528.0126;411.19904;1278.9188;365.58078;481.18823;316.22787;827.579;556.8882;0;0;184.2974;0;0;208.14438;0;221.51755;367.3203;217.87312;581.2336;0;0;0;0;0;0;584.1863;0;0;0;0;0;0;0;228.17815;397.6314;261.58365;256.83484;328.74118;434.4216;0;0;0;832.6668;0;274.4863;0
2459;649.3589204974566;5.817286;0;0;0;0;0;0;581.54065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322.6057;0;0;0;0;500.7162;0;0;0;771.4587;0;0;0;502.92175;359.31107;0;0;0;0;0;0;0;0;0;0;434.07755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2466;368.1590524708368;5.8434744;328.86252;320.78378;293.68774;324.1116;311.31055;270.96744;238.7275;0;0;207.73682;191.05568;193.22748;265.18808;329.8636;305.46167;279.8799;286.02606;228.27351;287.5151;337.4169;271.32538;562.3826;343.69257;0;358.58566;0;254.37468;0;0;388.6376;427.94345;0;331.1207;385.97717;396.64886;273.30862;330.51666;332.77545;320.28204;365.4745;250.31203;0;284.46832;387.76404;317.30722;327.94098;336.19165;0;232.25507;0;276.053;225.22159;366.1475;259.2882;257.62006;239.77888;236.79337;308.6934;236.22653;362.32144;0;317.8953;284.51126;297.95956;250.84578;303.12314;299.57532;0;259.26373;250.4141;270.27264;238.38322;0;0;247.68524
2470;559.363757242061;5.860921;0;637.21857;612.4046;0;0;0;1607.3241;0;834.943;0;0;0;0;0;629.2144;0;0;0;0;0;0;0;0;1772.3109;1214.2335;853.62604;0;1158.3911;1396.5648;1011.25916;887.483;1588.9832;844.7019;984.4604;0;1387.0577;878.65356;0;0;558.3343;553.65674;308.3584;480.17212;0;634.6386;1000.8659;0;0;0;0;0;0;0;0;1431.7242;486.74905;0;529.2363;615.7032;729.0503;0;761.8778;614.4769;0;869.1547;580.31915;688.70557;849.4949;0;0;0;1457.5536;0;794.8573;0
2474;515.2640395700644;5.8736124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;583.69525;0;3215.872;827.11755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;343.78333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2475;493.2818082251039;5.8756337;0;0;0;0;0;0;0;0;0;140.70013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;996.5427;0;5770.778;1428.91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;601.3156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2476;398.1771171096546;5.884073;0;0;0;0;0;0;608.1724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;726.7122;0;0;0;0;0;0;0;634.7829;0;405.301;0;573.3842;0;0;0;0;0;0;0;0;0;447.6661;0;0;0;0;0;0;0;0;607.7011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;554.23016;0;0;0
2477;761.4092341833209;5.892211;864.4046;1036.7374;1001.9938;853.3081;949.597;335.64432;2885.489;887.8779;1393.7539;0;0;0;414.44562;533.4725;846.49164;0;384.0842;0;527.71484;0;0;734.12445;1101.5701;3622.6304;2437.0417;1264.7631;0;2034.4338;2757.7622;2000.0275;1785.38;3168.4143;1444.485;1725.4929;1202.5299;2529.1697;0;0;1025.4681;791.245;795.6801;306.2452;0;409.2089;890.64154;1769.751;892.5716;2165.7437;617.46515;0;0;0;0;0;2785.0852;669.48444;469.86932;761.0733;857.33484;1190.57;638.83453;1378.5665;930.993;1045.8368;1326.5623;853.91766;0;1664.5142;0;1013.89557;0;2679.6182;0;1365.1354;868.88635
2479;721.4166229216064;5.8930697;890.23083;0;728.1753;755.41473;655.5562;0;2024.7261;578.06866;1086.3043;401.3483;0;0;441.97305;617.0436;700.3151;0;0;0;608.79614;528.56616;603.0883;549.84204;795.5059;2004.2396;1420.6586;859.566;0;1379.8555;1746.7479;1160.8503;993.9637;1824.2286;947.53455;1086.65;904.04486;1517.4833;1020.9731;0;722.2819;656.47;647.0197;0;610.05774;422.0255;634.21497;1114.5215;762.63696;1372.8792;706.1873;324.0528;503.94077;329.62643;0;0;1640.9695;530.97974;442.50403;717.43665;713.33154;863.3246;592.5312;892.39124;839.0298;726.4539;1011.3759;717.7757;749.916;1016.0388;0;774.77435;0;1478.744;0;913.26917;722.7833
2483;358.3684262415258;5.9145308;1210.7084;1340.7871;1331.5448;1267.0154;1333.6467;894.79675;0;639.971;0;501.40887;341.29514;395.8522;0;460.0014;0;549.41895;350.69254;256.28073;0;0;0;995.97894;2325.4268;627.1863;0;0;0;1464.4004;751.0067;314.91306;1392.3417;3661.663;638.69916;1032.8278;882.9945;1200.5159;781.37286;1593.418;1123.0823;0;792.03296;916.1608;1171.7789;756.8537;1890.007;874.3863;3003.4707;1460.5862;1241.6688;1290.6948;1337.4122;1909.8046;683.4717;558.84424;978.29767;939.85657;4247.6997;1843.3983;5099.6997;1469.2045;2362.724;1459.0428;1613.3223;1403.4856;1388.6587;1339.5157;1101.0553;487.30954;1724.9384;278.75684;1001.37177;482.6031;388.07806;724.5201;626.49396
2488;463.21123642431576;5.9309154;0;289.47052;0;0;0;188.35397;0;592.19305;478.35013;0;0;193.20784;0;217.62617;0;0;0;0;0;0;0;0;385.63748;0;360.90707;0;0;0;0;0;0;0;0;0;0;0;265.39917;0;0;0;0;0;0;0;0;0;0;437.8741;295.6709;163.78876;269.4724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;542.3142;0;0;0
2492;293.2115877341007;5.9369335;405.51157;0;394.89832;405.09018;410.4796;820.94183;429.2498;638.73785;0;0;0;0;0;0;0;0;0;0;0;388.77057;325.4488;434.25327;557.30414;465.7651;452.58234;1489.6978;0;1850.6877;0;580.5375;313.3652;678.8044;0;345.4755;0;253.27104;366.70932;0;0;246.5807;0;0;0;0;384.74686;0;0;379.93723;0;0;0;0;0;638.025;1974.712;1113.8806;1683.7909;0;0;0;0;296.35675;0;264.27374;218.65034;0;0;0;560.01135;479.6003;0;894.5372;498.1615;542.16754;382.16943
2496;478.2935900738086;5.9413815;4722.665;4821.109;4517.07;4508.2896;4424.6343;2435.7678;3336.8386;2376.7893;1917.3723;2464.2898;1690.817;1980.7617;1789.1387;1985.1333;2653.4114;1896.8467;2360.86;2209.9949;3165.42;3022.3442;2901.9465;12636.745;6933.0;5546.6997;6131.6177;10515.02;2180.5823;15540.023;5877.7705;3614.3987;3054.6475;2336.0435;3137.9072;2252.9329;2461.3403;2490.4617;2021.9922;2704.33;2285.78;1510.6282;1285.1853;1595.9143;1851.2166;2027.1171;2811.1887;2069.9631;2068.8386;3534.7473;1695.6549;1625.0349;2209.8535;1797.0986;2418.7205;2636.2886;11688.98;10709.43;6658.25;2735.585;2361.2156;2499.7642;2154.7466;3519.9485;2798.4243;2212.811;2301.6394;1880.2415;2872.756;3106.3982;2459.7195;5216.0366;4373.1133;5948.9775;1408.2097;2660.9067;2370.3625
2497;337.27437202616863;5.9417067;897.6236;966.8045;955.0433;941.3459;968.9966;439.61768;678.3181;492.6771;426.8836;520.5942;291.49335;428.04428;309.89285;333.29694;0;333.88495;422.75043;478.9021;655.401;613.6385;604.6405;2486.8198;1368.3958;1215.0872;1277.6404;2110.6748;387.93988;2966.9504;1314.2202;906.8169;738.39966;523.7396;590.3389;436.78644;585.18475;579.9542;395.73746;467.61508;412.786;0;229.1129;356.34402;420.78006;343.0982;610.43475;376.36984;350.4617;731.04474;398.02206;280.13678;0;0;419.43655;575.24835;2251.8398;2131.967;1422.6951;592.0973;532.4593;574.2625;374.86;770.19257;610.0134;388.60904;491.00433;426.12778;593.7293;656.8249;551.77625;1025.6592;887.5189;1152.3856;316.60062;601.1096;526.9464
2501;326.37889386168774;5.975626;3198.5103;3151.7185;2990.2358;2980.0288;3121.95;1843.0284;1399.4773;1456.8861;1512.3221;1584.246;1691.1729;1745.7822;1642.8861;1590.967;1553.2355;2131.388;1609.3533;1475.3086;1877.9509;1545.2932;1416.6561;1672.1444;1613.533;1616.4972;1433.911;1572.0338;2126.282;1464.661;1622.3756;1597.6366;1521.1829;1509.8574;1449.0559;1381.2281;1782.4033;1616.5823;1525.6418;2229.772;1568.1938;1765.3645;1473.5101;1595.2626;1730.1482;1594.3921;1458.7117;1704.1211;1635.5264;1725.8585;1633.6798;1660.2915;1564.8329;1692.4971;2807.32;1450.7015;1649.5831;1650.6815;1877.996;1657.8798;1652.3501;1728.2651;1604.7332;1567.5748;1499.4924;1959.9666;1577.9702;1530.8463;1521.4667;1578.2771;1444.2834;1767.2366;1886.8489;1556.4196;1551.0531;1736.7632;1457.2745
2503;373.1285495478966;5.9841886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1032.3496;0;14053.617;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;497.531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2508;369.3848449969563;6.0035663;683.24536;0;776.07104;769.68677;759.1332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2366.8606;2498.31;1141.9186;1191.56;1473.82;0;910.50214;939.03955;1340.2104;1152.6163;4481.827;939.6851;778.14197;0;0;807.96497;0;739.64514;0;699.72314;726.57214;814.89185;634.15393;1029.5405;708.678;1639.0873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2510;583.415384136389;6.0052576;7079.9844;6538.4424;6138.2407;5611.831;5267.2944;8325.1;3529.4824;3977.6934;6623.483;8159.4097;10541.112;7883.997;6535.781;7041.0635;8173.057;10427.159;6604.1733;9544.771;6625.6724;3288.6404;3393.5583;4782.0835;5416.4805;4015.7766;4749.8413;4987.9585;6360.112;2960.039;3864.555;3139.3367;3480.2427;2227.4788;4514.16;2207.181;3815.841;3175.6614;2729.9958;12400.033;3185.8738;2317.9363;2554.312;3380.9246;2139.326;3197.8325;3155.3154;3047.8313;3577.9897;2581.6384;6952.585;7462.1006;8343.724;11392.605;9315.456;5436.7173;2521.7656;5684.701;6825.987;6623.298;6101.3447;4051.029;5331.8823;6069.023;4587.4854;5607.026;3950.42;4846.6865;4740.6055;3293.4143;5240.559;5719.4355;5395.2856;4707.8994;3528.1846;4841.416;3582.8298
2512;539.3741286708092;6.008685;323.55542;358.9014;346.24765;336.36948;314.08832;0;742.8408;726.41693;435.4523;0;0;0;125.78713;0;181.81346;0;0;0;0;0;0;491.91113;663.53326;955.9799;547.19696;664.95154;0;832.48615;871.0318;615.0446;414.70767;1296.3389;419.99948;518.7055;372.28146;642.4571;679.427;0;0;266.81064;215.21335;0;266.64185;0;274.88965;432.3649;251.00198;693.4751;246.08748;0;151.79341;0;0;0;817.0556;285.44046;0;186.17352;218.4643;0;0;294.81778;254.83546;457.48944;263.34335;0;367.2619;467.2066;0;242.54735;0;909.10474;0;341.52417;0
2513;469.2111645253473;6.009203;268.1312;323.228;319.7344;306.12885;308.4299;0;592.43445;593.3149;361.85782;0;0;0;0;0;184.00632;0;0;0;0;0;281.497;426.27515;571.93463;0;445.73322;535.90564;0;661.4827;689.1796;497.35812;0;1000.44214;0;437.8703;353.80344;506.59857;539.00385;0;0;281.3548;0;0;252.15709;0;238.5846;0;0;536.4808;0;0;0;0;0;0;676.536;286.92352;0;0;201.14952;0;0;243.68112;0;402.92728;0;339.72067;0;368.9735;0;0;0;678.0879;0;314.38873;0
2514;557.3839597648741;6.009381;355.82755;377.52713;372.73563;373.6234;345.08752;0;803.9303;741.636;457.7009;145.40904;0;140.12381;0;0;0;0;0;0;0;0;339.0528;526.6042;686.2225;1020.46295;593.3221;676.8086;0;893.6249;923.21344;648.56665;0;1407.6217;438.68405;558.3029;381.64404;680.7178;706.4205;0;288.33298;288.1379;220.74442;0;274.3706;0;295.49277;473.8852;254.87933;741.5191;263.0107;0;0;0;0;0;891.15515;319.00415;0;0;0;0;163.28761;305.36423;292.72095;484.6753;277.2408;397.41452;410.93875;492.43243;0;267.32788;0;969.1591;0;355.14856;0
2519;270.31593407023087;6.032364;19016.547;20035.965;19669.232;19563.736;19694.168;3806.0344;3278.071;3643.7673;3423.4307;3823.5273;3805.8357;5004.723;4183.553;5314.871;3246.7998;4954.2954;3744.3503;5330.656;4361.262;4560.1475;3529.2185;4163.662;3105.5703;5146.439;3147.5427;4311.387;6569.7144;3477.4229;4704.1533;3256.2693;4041.7717;3349.0916;3560.715;2996.3518;3942.389;3241.1262;3225.162;4771.471;3606.8752;3086.799;2669.5085;3074.807;3051.3723;2845.0938;2918.4338;2558.3271;2893.8293;4694.686;3398.7463;4847.721;5959.826;4982.9443;4457.5215;3660.0413;3044.0452;3177.5132;4749.667;5002.304;4185.264;5109.7065;4410.7515;4653.0845;5245.222;6878.1597;3866.579;3479.709;3289.5015;3268.23;4393.3477;4514.917;3698.8647;2818.5417;5491.894;2761.4785;2484.961
2522;763.4240541112251;6.0451045;0;0;0;0;1332.7075;0;0;0;3020.2783;0;0;0;0;0;0;0;0;0;0;0;0;1782.437;3059.337;2866.5571;2866.9668;1835.4656;0;3013.175;3551.327;0;0;2383.4329;0;0;2146.917;3706.392;0;0;0;876.61115;1006.765;0;0;0;0;0;0;3296.5537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2364.2305;0;1777.3485;0;0;0;1715.1838;0;5287.45;0;0;0
2527;223.06398844412408;6.0518975;478.8694;512.8111;634.73975;593.9956;619.2623;0;482.60382;0;432.8291;0;0;432.7314;423.6699;487.9381;509.32275;438.24326;0;478.3911;406.25043;490.73196;0;0;0;476.3335;0;573.4865;557.23236;0;496.63098;0;0;0;0;444.05203;538.35565;406.18524;0;462.8047;520.79364;491.99017;553.10065;537.5596;517.5309;490.3791;453.74713;0;451.17722;0;434.79944;0;363.8231;426.50668;487.41913;490.18018;530.0143;0;0;496.77695;0;503.17233;0;494.17236;545.56494;518.902;0;0;0;516.81836;409.75797;0;510.6838;0;0;0;0
2528;281.0517235667555;6.0527363;0;937.0433;1045.9656;0;0;0;0;0;0;0;705.75366;699.68365;0;0;832.4821;713.75116;0;0;0;782.19543;0;0;0;0;0;988.85065;959.81683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;807.8777;0;722.7845;0;0;0;0;642.04425;0;719.3943;773.43134;0;859.3606;0;0;781.3773;0;0;0;834.55145;0;840.24084;0;0;0;0;0;0;0;0;0;0;0
2534;478.2936582793611;6.0654597;5690.914;5410.264;5450.0586;5368.359;5300.3022;1093.9668;1000.8729;841.5276;1056.2439;894.80444;826.5885;874.7856;838.9295;759.5273;1002.1094;1364.5978;923.0097;885.9751;1033.791;964.4237;916.1301;24365.213;13117.561;9221.849;9605.902;11193.249;2284.0347;3733.0725;6381.9023;3377.279;1767.542;897.08014;3485.2522;1223.4829;2699.0195;2772.8132;1618.8378;1538.8243;1521.1018;915.2206;814.60205;883.13727;975.3502;778.153;1109.9113;917.0206;899.2263;1392.1428;875.464;883.5069;1270.6031;887.47107;998.53613;967.40375;1523.6975;1455.8015;1323.2264;3293.4504;2119.0422;1692.4401;1317.9912;2910.8962;1222.9934;1097.2473;988.0092;940.9743;0;1123.913;789.40564;4954.4395;1163.1029;3872.9128;708.26154;2029.6146;1535.3755
2535;520.3405323838622;6.0671225;6560.565;6759.7974;6902.102;6575.9097;6631.827;3787.067;4074.2463;3179.4956;3037.5234;2966.662;2420.0115;2642.5718;2853.4722;2993.0815;3584.0288;2699.0852;3338.907;2589.0303;3636.3076;3756.3757;3123.942;22564.553;12024.51;8265.879;8785.481;13748.15;3114.2224;28283.729;7640.4873;5411.1445;4723.2974;3607.2092;4629.938;3687.93;3985.862;3776.3083;3152.3909;3805.4524;3534.2297;2434.9827;1838.1093;1973.0326;2687.2349;2838.558;3223.5322;2795.2712;2881.891;4982.907;2464.871;2221.9827;3063.4788;2061.3623;3100.9963;3439.5535;12624.081;12292.438;7963.613;3911.0718;3102.7295;3497.9163;3073.0532;4308.941;3791.8552;3065.8489;3155.7812;2685.4883;3392.8406;3545.7305;2716.859;6364.2744;4533.954;7245.3306;2292.1074;3481.2485;3274.3086
2536;277.2168653777882;6.0713353;2934.0413;3209.7856;3214.459;3105.7424;3217.9185;1838.4677;1586.8585;1495.2264;702.12384;1776.6735;1025.8784;826.31244;1565.0508;1178.7335;2969.8389;2001.8738;3335.4553;2249.726;2469.4001;3006.806;1510.473;5347.089;2447.0015;4075.6174;4724.927;7855.4575;1114.6628;7024.9033;4020.363;3091.6992;3077.27;2749.6125;2464.365;2272.1277;2160.0168;2640.8381;3633.6033;1519.876;3262.3906;2450.5125;1742.1694;1931.6832;2419.746;2735.8035;3452.536;2925.6028;2826.4336;1032.1674;1179.697;762.82776;919.5309;803.0494;1312.3693;4339.8423;11939.841;13712.403;7385.049;3678.718;1941.6127;3521.9792;2257.3328;4230.253;3396.8455;2080.06;2082.1167;1237.4924;2539.349;4175.0347;3214.088;3943.4553;3017.5952;5334.7246;1704.705;3214.133;3850.9666
2541;537.3043768190835;6.080141;6603.4536;7079.7744;7233.6055;6334.53;6584.679;7954.81;6342.778;6343.9463;6458.836;5941.9375;6088.271;8224.99;6018.265;6769.661;6794.407;5867.1064;7010.6206;6592.681;8148.807;7563.269;7222.1226;6495.3755;5605.799;4312.593;5882.029;5150.4023;7392.0645;6041.3237;4191.626;5003.2217;6059.06;3227.7537;6162.6216;3407.551;5145.5566;5703.9585;4262.5176;8297.529;5820.933;4105.737;3721.4893;4063.412;4119.918;4844.898;5089.004;5319.0327;4919.516;6759.3403;7310.962;5569.4937;6923.036;5973.9697;7096.74;5073.8896;5388.124;7072.082;6339.191;7915.2285;7124.828;6581.4688;6684.0073;8112.3643;7897.58;6002.963;6692.5806;5747.7417;7246.741;5281.607;4083.4973;7687.165;6992.743;6764.115;3195.3906;6966.482;5807.7383
2542;335.2586165454668;6.080192;0;2167.4138;2140.362;1950.4186;2175.4016;2406.0889;2160.468;1885.422;0;1743.7585;1795.9475;2542.0757;1712.5223;0;2086.363;1816.7705;2075.31;1904.4368;2597.9282;0;2217.9424;0;1833.1844;1444.604;1906.4481;0;2194.4004;2268.262;0;1705.366;1934.1322;0;1948.5646;0;1633.8334;1859.767;1305.6797;0;1737.7262;1149.253;1099.5206;1161.0615;1223.0734;1373.0493;1479.7317;1683.9099;0;2311.3423;2329.471;1692.2202;2102.799;1783.2979;2227.9077;1385.7971;1671.7362;2052.4917;1930.1958;2477.2705;2220.1633;2094.6006;0;0;2653.4705;0;2116.375;0;2360.8584;0;0;2414.997;2165.6577;2403.812;983.18866;0;1774.3047
2543;353.2689540769111;6.080255;10438.438;10740.495;10632.783;9931.336;10620.278;11866.757;10709.41;9634.223;10935.955;8923.126;9193.154;13068.629;8993.642;10003.268;10090.3545;9041.565;10771.924;9554.011;13311.926;11714.547;11206.691;8727.923;8432.329;6575.1646;8985.758;7276.1875;11287.249;9379.453;6256.632;7999.654;9478.084;5200.7754;9214.132;5005.5225;7720.1187;9539.309;6555.314;12944.669;9045.66;5893.1104;5446.3496;5675.75;6083.158;7164.266;7584.3;8500.426;7097.627;11555.664;11772.687;8608.121;11026.852;9146.225;11164.203;7074.1074;8246.479;10263.834;9551.546;12471.2;11419.706;10239.361;10223.724;13673.171;13205.842;9454.689;10330.796;9007.147;12164.857;8394.376;5733.6475;12463.008;10822.722;11629.39;4628.8774;11466.113;8889.676
2544;497.31158991558044;6.0803547;2761.7185;2757.6301;2600.5593;2429.7075;2661.133;2962.5435;2741.2268;2439.5325;2712.637;2249.519;2365.1025;3394.0017;2342.5813;2493.0308;2581.6084;2272.399;2672.1506;2477.5374;3434.1306;2937.1174;2834.2063;2160.215;2092.343;1609.1272;2100.8079;0;2953.1987;2322.179;1586.0326;2077.596;2368.7957;1284.5433;2377.8176;1307.9174;2017.0472;2399.791;1696.9797;0;2240.0095;1452.8293;1309.3292;1404.3604;1583.6085;1742.5789;1855.3533;2104.2195;0;3073.3638;3004.462;2246.6006;2827.1755;2347.4124;2941.9875;1670.0576;2071.899;2524.0037;2369.5754;3278.5183;2769.9736;2495.5916;2655.195;3452.074;3277.2808;2279.722;2657.2725;2222.6396;3091.815;2035.0962;1396.5011;3111.09;2686.8223;2857.54;1039.2217;2879.476;2267.4768
2547;532.3490012499249;6.080612;1905.7045;1740.2709;1740.2893;1638.6002;1698.2045;1955.0627;1822.3939;1569.137;1735.8947;1443.7892;1449.9491;2126.8535;1456.8102;1629.8169;1642.3004;1546.6521;1697.1978;0;2217.3894;1933.421;1773.7065;0;1341.2725;1106.7987;1427.0032;0;1962.8623;1496.1472;0;1297.0889;1567.1119;0;1496.6367;775.6025;1266.9038;1524.3636;1082.2631;0;0;909.39124;830.58575;0;1003.3726;1088.1674;1192.6842;1312.9451;0;1993.796;1952.4536;1450.1718;1777.483;1503.1912;1861.3451;1130.9943;1370.79;1642.9377;1496.8633;2053.687;1768.1531;1656.0323;1591.7203;2126.2131;2135.412;1523.3339;1670.8308;1437.141;1909.5574;1305.8038;883.0866;1919.0225;1697.3882;1809.0203;674.248;1785.9971;1384.2632
2557;763.424458124246;6.1037593;0;0;1909.0421;1788.756;0;0;0;0;0;0;0;0;0;1174.3173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2379.5933;2726.5515;2609.702;0;0;0;0;0;0;0;0;0;0;0;3010.1;0;0;0;0;991.07434;0;0;0;0;0;0;0;0;0;0;0;0;0;2175.6565;0;0;2463.1467;0;0;0;0;0;2388.0486;0
2562;343.2284517457978;6.116608;0;964.2963;945.4388;940.051;930.21204;1620.4664;1466.7524;1289.7703;1409.1403;773.68915;924.27216;1279.6826;1110.9536;1038.8107;1319.9163;0;1181.5577;0;1326.773;956.73663;952.675;0;0;894.98114;1327.079;0;0;1103.9636;0;1152.1761;1217.7898;0;1099.3807;995.6389;0;1226.4613;1172.386;0;1212.9686;0;0;0;704.00653;0;901.53564;1094.5905;679.99414;2033.238;1190.3809;545.6398;1088.6606;0;312.3983;0;1119.2174;0;1108.4386;860.26105;0;1122.5665;1081.3794;1413.1168;1251.3737;0;975.83484;0;1145.9729;1468.8969;0;923.9008;0;1382.1252;0;1302.5997;1121.434
2563;775.4245177680582;6.122516;426.03442;500.99805;490.16864;445.62177;0;0;1270.0188;698.7711;615.5627;0;0;0;0;0;0;0;0;0;0;0;386.74078;810.28656;915.2985;1617.9784;953.67004;792.7993;0;1130.7096;1225.9211;898.66516;687.0135;2237.26;693.6977;761.18744;601.25446;1157.5504;914.3481;0;480.58572;370.29532;0;0;340.33633;0;0;696.7805;0;935.9486;0;0;0;0;0;0;1053.8004;0;0;0;0;0;0;475.0017;454.76776;614.41;0;482.32254;541.7068;728.92804;0;0;0;1091.1543;0;440.8275;0
2567;717.4217052361075;6.1288037;0;0;0;0;0;0;493.41562;0;255.38313;0;0;0;0;0;0;0;0;0;0;0;0;0;341.66748;522.2381;279.66025;0;0;315.41992;418.63766;267.0219;0;754.7242;0;241.33975;0;440.92383;340.74057;0;158.78868;0;0;0;0;0;0;208.48198;0;0;0;0;0;0;0;0;291.74796;0;0;0;0;0;0;0;0;206.35342;0;0;0;205.10316;0;0;0;307.8117;0;0;0
